"N", "real", "user", "sys"
10.0,0.32979999999999904,0.1685400000000006,0.15388000000000088
20.0,0.3252199999999996,0.1730200000000005,0.14804000000000075
30.0,0.3221999999999995,0.17726000000000058,0.14078000000000074
40.0,0.32525999999999966,0.18068000000000056,0.14158000000000073
50.0,0.3346599999999988,0.19034000000000056,0.1405800000000005
60.0,0.332799999999999,0.1899800000000005,0.13644000000000056
70.0,0.3190800000000005,0.18606000000000045,0.12874000000000052
80.0,0.3363999999999988,0.19532000000000052,0.1318200000000005
90.0,0.33203999999999967,0.19664000000000081,0.13180000000000047
100.0,0.33899999999999825,0.20116000000000053,0.13586000000000029
200.0,0.37903999999999927,0.23829999999999935,0.12825999999999987
300.0,0.39832000000000034,0.2703800000000001,0.12269999999999966
400.0,0.38636000000000115,0.2739999999999995,0.10367999999999973
500.0,0.4128199999999974,0.29205999999999943,0.10469999999999993
600.0,0.40579999999999705,0.287959999999999,0.10684000000000005
700.0,0.4505200000000026,0.33614000000000044,0.09885999999999995
800.0,0.4720000000000046,0.3692000000000031,0.09267999999999975
900.0,0.4730800000000026,0.37322000000000216,0.09165999999999974
1000.0,0.5129600000000006,0.40360000000000273,0.09733999999999972
2000.0,0.6722600000000012,0.5898600000000002,0.0797599999999998
3000.0,0.8044000000000013,0.7112800000000019,0.08387999999999973
4000.0,0.9159799999999997,0.8307000000000009,0.07043999999999981
5000.0,1.1651800000000079,1.0814600000000065,0.07895999999999977
6000.0,1.2620600000000004,1.1656399999999985,0.08545999999999976
7000.0,1.5144800000000032,1.4076199999999974,0.08959999999999974
8000.0,1.7963600000000124,1.6797000000000004,0.09919999999999968
9000.0,1.7929400000000046,1.6843200000000003,0.10121999999999978
10000.0,2.0530999999999873,1.9243599999999976,0.1137799999999998
11000.0,2.3335999999999975,2.2056000000000036,0.11891999999999976
12000.0,2.185419999999985,2.0576399999999913,0.11949999999999972
13000.0,2.754440000000018,2.6179000000000086,0.1283399999999998
14000.0,2.7433200000000024,2.597140000000004,0.13469999999999982
15000.0,3.0873,2.9288000000000003,0.13999999999999996
16000.0,3.1282600000000214,2.970980000000008,0.14571999999999996
17000.0,3.7061200000000083,3.54526,0.1492200000000001
18000.0,3.50467999999997,3.326859999999983,0.15740000000000018
19000.0,3.955720000000035,3.7670400000000157,0.17112000000000044
20000.0,4.112519999999984,3.9195999999999827,0.1794800000000005
21000.0,4.591920000000007,4.400680000000001,0.1799200000000006
22000.0,4.515500000000018,4.309260000000011,0.18764000000000064
23000.0,4.858159999999996,4.658320000000001,0.18820000000000064
24000.0,5.151740000000009,4.93576,0.19866000000000078
25000.0,5.284240000000012,5.066260000000001,0.20500000000000096
26000.0,5.418220000000005,5.18866000000001,0.2194200000000009
27000.0,5.217779999999982,4.985739999999985,0.2173200000000009
28000.0,5.623740000000028,5.386380000000005,0.220340000000001
29000.0,6.3601199999999665,6.123379999999981,0.23292000000000096
30000.0,6.147440000000023,5.886880000000013,0.24346000000000112
31000.0,6.400339999999995,6.1394599999999935,0.24750000000000122
32000.0,6.5804399999999905,6.313719999999988,0.2538000000000009
33000.0,7.041420000000036,6.767240000000025,0.2546800000000008
34000.0,6.5876400000000075,6.310140000000002,0.27022000000000096
35000.0,6.871580000000013,6.5816799999999915,0.2744600000000009
36000.0,7.458420000000018,7.167559999999997,0.2828600000000008
37000.0,6.950780000000023,6.641140000000019,0.2986000000000007
38000.0,7.751139999999964,7.436099999999998,0.3023800000000005
39000.0,8.30089999999998,7.980660000000002,0.3039600000000005
40000.0,8.180660000000016,7.856680000000011,0.3094200000000004
41000.0,7.880039999999974,7.556039999999994,0.3127400000000004
42000.0,9.126539999999995,8.794639999999989,0.3203000000000003
43000.0,8.392019999999967,8.046679999999993,0.33544000000000046
44000.0,9.19042000000005,8.841060000000006,0.33436000000000016
45000.0,9.845400000000001,9.490199999999987,0.34388
46000.0,10.026340000000042,9.67708,0.33676000000000006
47000.0,10.26251999999995,9.88511999999999,0.36012000000000033
48000.0,10.061239999999973,9.693340000000003,0.35273999999999994
49000.0,8.921979999999976,8.544379999999993,0.36556
50000.0,10.184800000000035,9.801680000000003,0.36909999999999993
51000.0,11.78796000000005,11.397120000000008,0.37487999999999994
