"N", "real", "user", "sys"
10.0,0.32723999999999986,0.1589000000000002,0.14946000000000062
20.0,0.3251799999999984,0.1509400000000002,0.15346000000000065
30.0,0.3265399999999993,0.1588200000000001,0.1509600000000006
40.0,0.3279999999999991,0.1595400000000003,0.15220000000000072
50.0,0.32579999999999953,0.15700000000000042,0.15258000000000066
60.0,0.32725999999999955,0.15698000000000023,0.15796000000000077
70.0,0.3214199999999997,0.16088000000000025,0.15060000000000073
80.0,0.33187999999999873,0.16300000000000034,0.15846000000000082
90.0,0.3222399999999991,0.1590000000000002,0.14944000000000057
100.0,0.3254399999999989,0.15772000000000008,0.15434000000000073
200.0,0.32341999999999943,0.16930000000000045,0.14888000000000065
300.0,0.33285999999999805,0.1770800000000007,0.15210000000000073
400.0,0.31548,0.17400000000000043,0.1406800000000006
500.0,0.3278999999999992,0.1736400000000003,0.1552600000000006
600.0,0.32841999999999894,0.1809600000000008,0.14354000000000072
700.0,0.32885999999999915,0.1836000000000005,0.14238000000000062
800.0,0.32621999999999984,0.18256000000000067,0.1428600000000005
900.0,0.32591999999999854,0.18912000000000057,0.13318000000000058
1000.0,0.3357799999999981,0.1905000000000006,0.13858000000000045
2000.0,0.38476000000000005,0.2088600000000005,0.14842000000000014
3000.0,0.3780799999999994,0.2314599999999994,0.1360799999999999
4000.0,0.3688999999999998,0.24590000000000015,0.11841999999999979
5000.0,0.3897799999999999,0.2624799999999998,0.1186599999999997
6000.0,0.39159999999999995,0.27036000000000027,0.11833999999999963
7000.0,0.3926200000000014,0.2760399999999998,0.10953999999999968
8000.0,0.3877799999999992,0.281679999999999,0.09927999999999979
9000.0,0.39417999999999875,0.27963999999999956,0.10225999999999986
10000.0,0.43387999999999644,0.3099999999999995,0.11134000000000017
11000.0,0.41947999999999724,0.309699999999999,0.09948000000000005
12000.0,0.4321600000000002,0.328819999999999,0.09724000000000002
13000.0,0.48628000000000504,0.3590800000000009,0.10669999999999986
14000.0,0.489540000000005,0.38616000000000295,0.09923999999999983
15000.0,0.4797000000000045,0.3801000000000034,0.09741999999999973
16000.0,0.5071400000000004,0.39898000000000244,0.09991999999999969
17000.0,0.49490000000000195,0.3926000000000024,0.09815999999999969
18000.0,0.48436000000000246,0.3896400000000031,0.09087999999999967
19000.0,0.502960000000003,0.4075800000000028,0.0874399999999998
20000.0,0.4904000000000021,0.39636000000000204,0.09029999999999982
21000.0,0.5065600000000008,0.4113600000000015,0.09213999999999987
22000.0,0.5349599999999961,0.42100000000000126,0.08594
23000.0,0.561599999999996,0.461419999999998,0.08749999999999995
24000.0,0.5664799999999945,0.4747799999999966,0.08575999999999998
25000.0,0.5696999999999948,0.48371999999999604,0.07974
26000.0,0.5806199999999944,0.491439999999996,0.08626000000000003
27000.0,0.5712399999999966,0.49069999999999625,0.07697999999999997
28000.0,0.5980599999999954,0.5063799999999965,0.08347999999999997
29000.0,0.575799999999997,0.49547999999999703,0.07703999999999996
30000.0,0.5971199999999961,0.5124399999999962,0.07701999999999999
31000.0,0.6094999999999997,0.511699999999998,0.07643999999999995
32000.0,0.6351400000000009,0.5313599999999994,0.07651999999999995
33000.0,0.6238400000000001,0.5310000000000004,0.08081999999999998
34000.0,0.6626400000000017,0.5664400000000007,0.08703999999999988
35000.0,0.64696,0.5560400000000003,0.08683999999999978
36000.0,0.6563400000000016,0.5684800000000012,0.08721999999999974
37000.0,0.6640800000000017,0.5801200000000009,0.0853599999999997
38000.0,0.6757400000000008,0.5929800000000002,0.08541999999999976
39000.0,0.6787800000000026,0.5911200000000022,0.08405999999999973
40000.0,0.691880000000005,0.5921800000000025,0.08605999999999972
41000.0,0.7197200000000057,0.616240000000003,0.08615999999999971
42000.0,0.7073200000000067,0.6194800000000046,0.08037999999999974
43000.0,0.7275200000000078,0.6394200000000055,0.08189999999999972
44000.0,0.7175200000000068,0.6339800000000045,0.08047999999999975
45000.0,0.7208600000000075,0.6320800000000049,0.08433999999999972
46000.0,0.7784200000000048,0.6815000000000043,0.08865999999999974
47000.0,0.7307400000000059,0.6434800000000028,0.08035999999999972
48000.0,0.744920000000006,0.6506600000000042,0.08379999999999975
49000.0,0.767920000000007,0.6697000000000047,0.08251999999999975
50000.0,0.8133800000000043,0.7089800000000028,0.08573999999999977
51000.0,0.79782,0.6934399999999996,0.08291999999999974
52000.0,0.8327000000000053,0.7375400000000021,0.08617999999999981
53000.0,0.8287800000000042,0.7360000000000024,0.08697999999999982
54000.0,0.8294000000000029,0.7326000000000004,0.09003999999999987
55000.0,0.8507200000000037,0.7592800000000007,0.0893199999999999
56000.0,0.858360000000005,0.7704000000000036,0.08797999999999989
57000.0,0.8316200000000015,0.7506400000000013,0.08161999999999986
58000.0,0.8526600000000013,0.7613000000000004,0.08841999999999987
59000.0,0.8682599999999923,0.7624199999999977,0.08997999999999981
60000.0,0.9016799999999916,0.8025199999999965,0.0882999999999998
61000.0,0.8918399999999902,0.7985399999999946,0.08181999999999978
62000.0,0.8910399999999911,0.8040799999999948,0.08409999999999974
63000.0,0.8926999999999878,0.802179999999994,0.08473999999999975
64000.0,0.8956199999999918,0.8064599999999953,0.08823999999999979
65000.0,0.8767999999999885,0.7884599999999933,0.08201999999999973
66000.0,0.9116799999999892,0.8195399999999937,0.08667999999999973
67000.0,0.8963999999999904,0.8076599999999953,0.08363999999999978
68000.0,0.9174999999999891,0.8186399999999944,0.0829199999999997
69000.0,0.9384599999999889,0.8399599999999936,0.0835599999999997
70000.0,0.9475799999999903,0.8547599999999941,0.08087999999999972
